"","tract_geoid10","access"
"1",53033029206,116155.691037163
"2",53033029700,43601.414181057
"3",53033030504,39770.2614282705
"4",53033030503,42664.6515268651
"5",53033028600,27718.0852904821
"6",53033026002,168583.95014556
"7",53033026100,115685.374089283
"8",53033010001,497353.009095149
"9",53033010402,455426.761609287
"10",53033010900,461326.348240469
"11",53033029102,33287.3328043528
"12",53033008100,786462.600271528
"13",53033008600,591689.237458194
"14",53033026200,232016.804568024
"15",53033027200,103563.013554217
"16",53033009500,467539.330412449
"17",53033030501,50319.6842369478
"18",53033011002,385444.385774059
"19",53033031301,42.5986290936786
"20",53033025302,156215.140034529
"21",53033025301,78774.5479511143
"22",53033025701,42611.7993650794
"23",53033011700,224504.52294197
"24",53033008900,496319.298549107
"25",53033008800,527409.237747654
"26",53033009000,582351.578869923
"27",53033002500,455410.453710007
"28",53033009702,267622.416171439
"29",53033029902,2538.81215469613
"30",53033023201,281383.605761824
"31",53033022003,51789.0456318253
"32",53033007000,565114.441435605
"33",53033032323,20332.8272650296
"34",53033031502,964.797204399633
"35",53033024500,59306.5743389684
"36",53033009701,177986.215020038
"37",53033029502,18784.9088002224
"38",53033032103,24326.3816868411
"39",53033022005,100301.006279117
"40",53033027500,74814.9139912802
"41",53033020200,55952.8189203827
"42",53033020800,33700.4693223443
"43",53033021700,48234.4710819823
"44",53033032315,0
"45",53033021000,234959.385145889
"46",53033020300,221068.356731714
"47",53033031703,7699.69972972973
"48",53033023804,457843.147244945
"49",53033025200,26521.8864557989
"50",53033011200,112720.590361446
"51",53033030600,44388.8459985316
"52",53033022400,87220.7423142096
"53",53033032325,65525.6083346899
"54",53033031202,0
"55",53033028902,64470.3233590734
"56",53033011600,235209.188929889
"57",53033012000,99092.5452755906
"58",53033027300,111535.514518359
"59",53033028200,178192.557212914
"60",53033028100,160065.40850059
"61",53033025101,29423.6156812339
"62",53033032007,1460.29827490262
"63",53033010500,446509.370930866
"64",53033030100,10226.1358984324
"65",53033006700,590389.476209125
"66",53033029304,2880.59007250418
"67",53033032006,1887.75738150738
"68",53033009600,209366.568218299
"69",53033009800,380945.623704755
"70",53033009900,482339.40581648
"71",53033029801,27731.1135247914
"72",53033006900,491854.24147853
"73",53033010600,324730.513841487
"74",53033004400,609070.286093641
"75",53033022603,57193.7461131326
"76",53033005000,563498.984464245
"77",53033009100,745043.768560474
"78",53033025805,37302.4917253186
"79",53033025400,31887.683851502
"80",53033002800,529606.276095702
"81",53033007800,446115.890075493
"82",53033005400,555591.490818505
"83",53033025006,248.510638297872
"84",53033032215,128.570460221192
"85",53033032210,18007.7153194975
"86",53033032500,0
"87",53033029003,55558.799382716
"88",53033020402,26722.9483321247
"89",53033025602,4752.23533974558
"90",53033030401,12682.2097158968
"91",53033030311,25483.4874256095
"92",53033029403,42966.8136804492
"93",53033004301,506623.991314418
"94",53033030308,31403.2293382129
"95",53033001400,331708.323071076
"96",53033030312,20323.6047638272
"97",53033029305,37091.9880101453
"98",53033027400,113305.418869246
"99",53033032401,0
"100",53061051917,5402.52294630564
"101",53033021600,34616.9929022082
"102",53033031400,4341.37736173136
"103",53053070207,0
"104",53033022500,259081.900718155
"105",53033031501,0
"106",53033032207,3353.83770053476
"107",53033027702,0
"108",53033031601,0
"109",53033031204,0
"110",53033027701,0
"111",53033031906,62.1593094944513
"112",53033032003,61.1134445534838
"113",53033032002,0
"114",53033003300,479694.847912262
"115",53033026600,152172.468949045
"116",53033012100,61829.7932370553
"117",53033026700,51364.319415081
"118",53033032602,2151.03496804768
"119",53033004800,534449.720921079
"120",53033024300,360054.494137556
"121",53033023300,133284.618964698
"122",53033023100,135082.528026619
"123",53033032213,0
"124",53033032208,11740.1811312368
"125",53033008001,694008.409574468
"126",53033002900,447832.16630149
"127",53033003000,441166.420782553
"128",53033032324,117829.768191643
"129",53033032313,81655.5755480607
"130",53033032320,6473.49754901961
"131",53033032307,5513.99970122498
"132",53061051912,486.63685300207
"133",53033030901,5708.90050680181
"134",53033011401,341194.978790614
"135",53033029602,7887.61055963171
"136",53033002200,175724.207599791
"137",53033026400,42182.3556957821
"138",53033028402,126052.950693663
"139",53033026802,56091.9903342071
"140",53033022803,317221.772819157
"141",53033004900,570033.876734336
"142",53033031704,16065.9914529915
"143",53033000401,306395.562269373
"144",53033026300,44312.3165059558
"145",53033021904,52623.3828592136
"146",53033006100,609299.40933286
"147",53033006600,583976.760306375
"148",53033024601,32613.7176339286
"149",53033032702,1277.11667379832
"150",53033032704,4871.46370909091
"151",53033029307,199.476038338658
"152",53033021500,35427.3432098765
"153",53033029802,5792.65823180256
"154",53033007401,635510.382876468
"155",53033020500,42359.7908186005
"156",53033029303,40987.899513382
"157",53033029503,44328.4119850187
"158",53033007402,729907.86176574
"159",53033028500,68056.7929174484
"160",53033022102,11997.4903051255
"161",53033021802,34460.8581632653
"162",53033022604,117487.110306644
"163",53033032322,4306.00946100917
"164",53033025003,1505.098
"165",53033023700,245827.47376717
"166",53033000300,262114.99577316
"167",53033010300,444083.929527452
"168",53033005600,258950.215100332
"169",53033031603,18.4280039721946
"170",53033003900,344214.631614886
"171",53033007300,683152.001481094
"172",53033006200,661326.634152274
"173",53033028300,93061.655957162
"174",53033030202,37162.5425280977
"175",53033005700,276727.363219795
"176",53033005802,464279.886134382
"177",53033011800,253290.673246431
"178",53033011900,91823.045814629
"179",53033025102,9594.83240288439
"180",53033025005,22520.7639598379
"181",53033032102,0
"182",53033023401,299108.086554164
"183",53033032214,4823.02425876011
"184",53033003100,407256.221964782
"185",53033004000,307387.508300954
"186",53033032309,248052.784666898
"187",53033022605,130285.586707671
"188",53033032329,0
"189",53033020100,20146.3655982228
"190",53033032319,42441.2103931491
"191",53033032311,1799.03398840206
"192",53033032800,0
"193",53033027900,114872.791683934
"194",53033024800,243250.692434482
"195",53033029601,12152.2115333155
"196",53033021906,31955.9063697318
"197",53033010401,432465.344739093
"198",53033028802,77895.5191156149
"199",53033028403,110495.115127634
"200",53033007500,632777.133098798
"201",53033030902,3662.77709819912
"202",53033027800,8243.21613748908
"203",53033028700,53665.5955589296
"204",53033030201,20877.7680475441
"205",53033023604,206923.792197324
"206",53033024000,233159.39111606
"207",53033022203,18562.1094304388
"208",53033022201,16061.4805456172
"209",53033030003,47397.1936547825
"210",53033006500,548857.773608769
"211",53033031903,2725.99420094403
"212",53033024100,497187.547856984
"213",53033030005,30941.441246594
"214",53033022101,12585.929194764
"215",53033000200,253630.548444976
"216",53033031205,12801.9743938644
"217",53033030802,30802.5885684861
"218",53033030801,19909.9051470588
"219",53033031100,12421.8226483763
"220",53033005301,722014.479717049
"221",53033007700,585849.644949193
"222",53033028801,64834.4947817837
"223",53033032203,4464.76256564141
"224",53033032010,477.619972963839
"225",53033032402,0
"226",53033029204,57515.2720137006
"227",53033027100,88486.7629068462
"228",53033022901,136893.538913871
"229",53033023000,144696.409241445
"230",53033022902,95056.2763788969
"231",53033005900,487704.973763369
"232",53033001300,512597.638187959
"233",53033023801,334466.075992637
"234",53033022801,196528.989551892
"235",53033030004,48585.4494092876
"236",53033032104,13962.5082936443
"237",53033021903,99221.1139705882
"238",53033006000,540030.246866295
"239",53033024702,17381.7190288714
"240",53033023900,261727.449425609
"241",53033011500,305437.314814815
"242",53033032317,10848.7466200095
"243",53033032327,0
"244",53033020700,306323.06807947
"245",53033023803,489406.761869215
"246",53033001200,466114.159783867
"247",53033020600,130725.769376181
"248",53033002700,502185.810086404
"249",53061052113,0
"250",53033021803,36018.2272472435
"251",53033023601,255108.273915187
"252",53033029306,29847.4761306533
"253",53033007100,607367.621983914
"254",53033009400,599502.174357386
"255",53033009300,622266.158505155
"256",53033032211,9728.18748713727
"257",53033020401,31007.5280866838
"258",53033032212,4742.41836734694
"259",53033026801,93658.2343011479
"260",53033032601,0
"261",53033022802,214016.488858748
"262",53033032318,13069.650094399
"263",53033029901,11022.550689862
"264",53033031605,0
"265",53033024602,6610.00376850606
"266",53033008300,719188.83356791
"267",53033001600,363606.042168675
"268",53033002400,272405.374760994
"269",53033022606,146711.897476066
"270",53033022300,195.518934081346
"271",53033023603,206127.210402999
"272",53033032326,6838.52537313433
"273",53033025806,66014.6611663229
"274",53033000600,376727.976973684
"275",53033021804,57079.4738281962
"276",53033031302,2047.76845411712
"277",53033005100,546317.506027186
"278",53033005801,411340.979126128
"279",53033024902,25667.4210794297
"280",53033004700,520547.539374529
"281",53033011101,393641.578589109
"282",53033031800,0
"283",53033004100,273219.594469485
"284",53033025500,34396.3348946136
"285",53033003200,417993.567508473
"286",53033032328,1647.72929652716
"287",53033023500,112524.207651715
"288",53033002600,512491.10619469
"289",53033003800,450938.202976437
"290",53033002100,406404.325718497
"291",53033003500,524285.380486581
"292",53033003400,504103.954672636
"293",53033001500,286151.513358779
"294",53033000700,408163.37223796
"295",53033026500,89030.0203281901
"296",53033032703,4213.69984917044
"297",53033022001,31807.3047655649
"298",53033001702,406468.583651336
"299",53033030006,61228.8923619864
"300",53033028901,54011.4407705578
"301",53033022006,57320.009321595
"302",53033030305,5332.76594499707
"303",53033024400,185608.820593809
"304",53033008002,731930.395729537
"305",53033031604,1596.62726440988
"306",53033028000,152405.158157603
"307",53033024701,112514.907481899
"308",53033010002,601943.97314578
"309",53033000402,303090.678769231
"310",53033029205,108825.535617861
"311",53033022202,42107.7373791622
"312",53033024200,426726.731541551
"313",53033023403,35103.421039604
"314",53033021100,121469.285428643
"315",53033029405,2291.57254518808
"316",53033008400,708615.740939045
"317",53033007200,701426.951842582
"318",53033008200,759558.970299101
"319",53033030310,22951.4926768464
"320",53033007600,623600.689712521
"321",53033011102,371151.376872758
"322",53033024903,1584.54062412145
"323",53033005302,724426.363036304
"324",53033003600,565599.36977492
"325",53033021905,47567.4043869516
"326",53033029407,45856.1902618658
"327",53033029408,24864.0907280372
"328",53033025803,13137.454132068
"329",53033029504,47924.7843788223
"330",53033001000,367171.466568338
"331",53033031706,4768.13220382493
"332",53033032005,3935.31514109726
"333",53033032316,14545.8633766234
"334",53033007900,589578.975602028
"335",53033001701,450811.806959009
"336",53033027000,83237.0051884216
"337",53033006800,510025.238367114
"338",53033000800,159034.716697936
"339",53033000900,104893.716666667
"340",53033021400,72265.9810818012
"341",53033022701,306654.646074646
"342",53033022702,492765.616713881
"343",53033022703,109652.455711423
"344",53033029406,1926.47535894451
"345",53033030700,38252.2808586762
"346",53033000500,77975.6779252111
"347",53033001800,524018.816689737
"348",53033008700,574964.821411653
"349",53033001900,453655.445902394
"350",53033010200,246732.981631864
"351",53033005200,665694.476602168
"352",53033031909,2164.54276315789
"353",53033031206,15313.7295160979
"354",53033004302,566578.288048702
"355",53033004200,440647.947817361
"356",53033025001,36678.8962426092
"357",53033021300,178805.968992248
"358",53033030306,8693.05061791095
"359",53033029101,52990.6014472586
"360",53033030313,39634.2914451426
"361",53033010701,385694.556048288
"362",53033031000,5501.78764397906
"363",53033023202,227227.370502793
"364",53033025601,20563.7726608187
"365",53033006300,377601.805113636
"366",53033031904,153.650114155251
"367",53033030304,24534.2717000514
"368",53033024901,44482.0256459699
"369",53033032321,6528.49248346362
"370",53033030403,22119.86159601
"371",53033026001,55541.0436612309
"372",53033025702,11800.480605227
"373",53033030404,5268.21447556737
"374",53033010800,301286.534822866
"375",53033027600,24740.1257188182
"376",53033006400,619049.792058824
"377",53033011300,147357.949184442
"378",53033010100,447039.381950438
"379",53033030314,35532.4802490339
"380",53033030309,23004.8411923206
"381",53033029203,129886.345531915
"382",53033020900,280619.64344387
"383",53033031908,1942.49082256968
"384",53033031907,1122.33977723723
"385",53033032011,3349.92425608656
"386",53033025804,12497.0971607189
"387",53033011001,436095.288117771
"388",53033032008,3056.62422857143
"389",53033029001,29016.9394487122
"390",53033000100,280520.888200329
"391",53033004500,535089.98497029
"392",53033031705,0
"393",53033023404,24646.7466973004
"394",53033029004,62709.6440765649
"395",53033010702,331311.800364631
"396",53033009200,806581.153818444
"397",53033004600,471948.6373057
"398",53033011402,238206.865730584
"399",53033001100,396500.036519037
"400",53033002000,493351.288709677
"401",53061051914,4924.33959670028
"402",53053070316,3723.12584872888
"403",53033008500,673533.862986831
"404",53035092803,0
"405",53035092902,0
"406",53035092901,0
"407",53053072503,0
"408",53053072601,0
"409",53035092802,0
"410",53035092300,5836.99031007752
"411",53035092100,40.7424551849331
"412",53035092200,6057.42741935484
"413",53035092000,0
"414",53035092801,1090.44563279857
"415",53035092704,0
"416",53035092701,0
"417",53035092400,4963.53608247423
"418",53035091800,881.47599729547
"419",53035080200,8082.86136107986
"420",53035091302,0.968014892536808
"421",53035080102,10963.1269077985
"422",53035091301,0
"423",53035080101,7918.2575045208
"424",53035091900,2700.32113144759
"425",53035080700,3573.84638374178
"426",53035091400,213.503450345035
"427",53035080900,872.112310519063
"428",53035080600,20222.9487781036
"429",53035080300,11897.9577205882
"430",53035080400,10146.0304103927
"431",53035080500,31270.8880479344
"432",53035081200,26347.4815668203
"433",53035081000,7047.34259482967
"434",53035081100,21628.4680390033
"435",53035092500,3703.5509385821
"436",53035091000,4013.00014285714
"437",53035092600,65.9461152882206
"438",53035091100,0
"439",53035091203,4107.03046789989
"440",53035090400,89.1239949217097
"441",53035090300,0
"442",53035091700,101.396123561478
"443",53035091204,5083.40147103892
"444",53035091201,2908.49787765293
"445",53035091500,399.631181485993
"446",53035091600,1234.84346642468
"447",53035090700,2338.4573540561
"448",53035090800,1443.59318545621
"449",53035090900,3902.20997586484
"450",53035090202,862.536585365854
"451",53035090201,691.314068884997
"452",53035090501,3586.52349336057
"453",53035090502,4905.03120785976
"454",53035940100,373.205585725369
"455",53035090102,198.935134286163
"456",53035090101,2.80474667564383
"457",53035940000,0
"458",53035081400,10184
"459",53035080800,237
"460",53053072603,0
"461",53053072602,0
"462",53053072800,0
"463",53053072109,5192.00428150923
"464",53053072410,0
"465",53053072504,304.150250417362
"466",53053072405,0
"467",53053072406,355.856823266219
"468",53053072409,0
"469",53053072408,4934.78322683706
"470",53053072505,1166.33182170114
"471",53053073006,0
"472",53053073001,0
"473",53053071805,31844.6115933912
"474",53053071807,39979.4263587722
"475",53053071706,32321.0983015955
"476",53053071901,25237.6925190194
"477",53053071902,13459.6851145038
"478",53053072107,3969.42340028024
"479",53053072112,8037.50299933348
"480",53053072111,4820.32145536384
"481",53053072108,12510.2870289981
"482",53053071806,10242
"483",53053072000,324.957214765101
"484",53053072903,84.9049008168028
"485",53053061100,82472.0443625881
"486",53053060800,58397.4170132325
"487",53053060906,63655.0406297613
"488",53053061002,82283.0260969977
"489",53053061001,44538.4650376917
"490",53053072309,19290.6881277787
"491",53053072311,72079.1382097393
"492",53053072310,61332.9182604139
"493",53053072305,51004.6528258362
"494",53053062801,36166.068288854
"495",53053062600,79959.3152941177
"496",53053072313,24091.8701763353
"497",53053072307,31655.0471063257
"498",53053072308,13321.1185776284
"499",53053072312,21241.0395332637
"500",53053062802,32656.8218549128
"501",53053071803,37500.8751309815
"502",53053072106,13516.6717905405
"503",53053072105,1428.07685269899
"504",53053072506,363.549295774648
"505",53053072507,6606.24799113328
"506",53053072407,3670.39203268641
"507",53053060300,17626.7500993246
"508",53053060903,19347.7272157845
"509",53053060400,34729.0639798489
"510",53053060904,22203.1069539667
"511",53053060905,36562.6958102767
"512",53053073005,0
"513",53053071406,0
"514",53053071407,0
"515",53053071411,2963.85047037465
"516",53053071410,2499.40850253807
"517",53053073115,0
"518",53053073114,0
"519",53053073117,0
"520",53053072906,0
"521",53053071100,373.230244685118
"522",53053071305,12902.0412698413
"523",53053071601,12146.8185128402
"524",53053071602,23189.0547143402
"525",53053071705,37092.2289695058
"526",53053071707,43970.2904335857
"527",53053071703,43272.0273064687
"528",53053071704,28781.2750336776
"529",53053071503,9574.95710761055
"530",53053071504,31577.4211663067
"531",53053071505,9137.63790873822
"532",53053071306,134.611205959957
"533",53053071506,802.254810192408
"534",53053071403,3934.71543525969
"535",53053071408,6452.09963459196
"536",53053071309,0
"537",53053071409,4712.51025810721
"538",53053940002,16033.1738089538
"539",53053061300,83327.7218170452
"540",53053060600,62885.1730591069
"541",53053061200,85907.6473834832
"542",53053061700,98634.945846984
"543",53053061800,76844.3823834197
"544",53053940007,58105.0031259769
"545",53053940004,405.322299127295
"546",53053062000,62516.4998817687
"547",53053940006,56194
"548",53053062300,42322.3913424465
"549",53053062900,60771.1341179514
"550",53053063000,41728.5048414023
"551",53053063100,72979.8342631334
"552",53053062400,82981.2553420722
"553",53053063200,75670.8040650406
"554",53053063300,29196.823378213
"555",53053063400,61822.1899109792
"556",53053063501,55282.5392434988
"557",53053071808,45640.7535301669
"558",53053063502,33852.6270484084
"559",53053940001,559.186863364946
"560",53053940011,120.666191155492
"561",53053940008,8825.75
"562",53053060200,100752.782978723
"563",53053940005,12021.4965675057
"564",53053060500,49421.391347837
"565",53053060700,70728.231416801
"566",53053061500,82963.2674418605
"567",53053073200,0
"568",53053073119,0
"569",53053073113,0
"570",53053073118,0
"571",53053073125,815.150199933356
"572",53053073124,0
"573",53053073108,226.373484236055
"574",53053073116,0
"575",53053070401,83.8133268005879
"576",53053071210,492.679599499374
"577",53053071209,4325
"578",53053071207,19489.3211223694
"579",53053071206,14399.3158506465
"580",53053071307,9705.5397828233
"581",53053071304,17703.7843907035
"582",53053071208,18062.7194335567
"583",53053073110,1641.52720918622
"584",53053070404,0
"585",53053073111,6655.16292639138
"586",53053073120,8394.79315238602
"587",53053071310,0
"588",53053073122,685.240450267577
"589",53053073123,0
"590",53053070403,0
"591",53053073121,3114.58816568047
"592",53053073126,1579
"593",53053073301,1647.59662387902
"594",53053073500,6463.52156205079
"595",53053070703,10210.4408216498
"596",53053940003,6456.96299734748
"597",53053940009,3591.41230068337
"598",53053940010,9792.16380272261
"599",53053071205,100.317799219873
"600",53053073408,14729.467138293
"601",53053073407,34092.3236192062
"602",53053073302,6471.27489027489
"603",53053073406,5925.24431009957
"604",53053073404,20341.2972665148
"605",53053073405,16157.5115089514
"606",53053070100,0
"607",53053070205,0
"608",53053070311,0
"609",53053070309,0
"610",53053070310,0
"611",53053070312,1291.11084191399
"612",53053070203,0
"613",53053070204,0
"614",53053070206,0
"615",53053070307,0
"616",53053070315,2321.51177139146
"617",53053070314,423.708307880269
"618",53053070313,0
"619",53053070308,222.674342105263
"620",53053061601,106487.235226621
"621",53053061400,94647.0713557594
"622",53053061602,117982.870346598
"623",53053061900,90778.7684210526
"624",53053062500,81681.4739118304
"625",53061050700,34667.6164845758
"626",53061052206,0
"627",53061050300,29711.5777211503
"628",53061050200,12883.0714450867
"629",53061051602,47727.4828675577
"630",53061050101,31006.6260518344
"631",53061041201,56233.0868957809
"632",53061052004,17718.5243557511
"633",53061051300,27019.1914837692
"634",53061050402,47897.2754283631
"635",53061051913,10196.6923076923
"636",53061051702,52034.2486464808
"637",53061051905,37496.4348060927
"638",53061041704,31584.9796025105
"639",53061051701,78950.5381526104
"640",53061051400,76019.3255898367
"641",53061051802,59812.792664892
"642",53061051601,44282.4203721841
"643",53061051927,22596.9527612574
"644",53061051928,28391.9198113208
"645",53061051922,10436.4239569314
"646",53061051915,11717.1460741811
"647",53061050102,55062.0665562914
"648",53061051803,87929.7169496665
"649",53061051804,69637.3244680851
"650",53061051921,14587.7968483816
"651",53061051923,21126.6727670036
"652",53061051916,21324.4159231297
"653",53061052804,13656.8726770467
"654",53061041811,93274.1106412967
"655",53061041812,108356.079433092
"656",53061041901,85751.7678065369
"657",53061042004,61144.008066228
"658",53061051500,77652.3506839581
"659",53061050401,47269.6064770717
"660",53061041703,23928.2092487325
"661",53061041809,92236.3177035259
"662",53061041810,115845.368986007
"663",53061041608,6606.1882212495
"664",53061052701,0
"665",53061051000,54386.6843618668
"666",53061052906,8453.49891774892
"667",53061052905,31888.1560429518
"668",53061051100,43876.9744944853
"669",53061040500,34790.7852858856
"670",53061041400,50030.6297571896
"671",53061053700,0
"672",53061052203,2297.106
"673",53061042003,22234.0598802395
"674",53061041904,79190.2013007123
"675",53061053504,4678.24241573034
"676",53061052107,0
"677",53061052502,6073.08243929983
"678",53061052105,457.395474667978
"679",53061053508,4988.24126984127
"680",53061053801,0
"681",53061052108,0
"682",53061940001,630.584639953542
"683",53061053202,0
"684",53061940002,0
"685",53061052401,8300.96822194199
"686",53061052503,4669.30863539446
"687",53061052504,2043.31373989713
"688",53061053505,0
"689",53061052607,0
"690",53061041606,14465.0229660763
"691",53061053506,0
"692",53061053302,0
"693",53061053101,0
"694",53061053802,0
"695",53061053102,940.356608478803
"696",53061050600,5257.61106840892
"697",53061053803,0
"698",53061040100,37315.9434470377
"699",53061052603,2209.11009843237
"700",53061052605,2076.13905133203
"701",53061051925,21643.1710368054
"702",53061041000,70140.9686604585
"703",53061050800,45378.3317119096
"704",53061052208,4302.08787947957
"705",53061052904,7585.13407420685
"706",53061041301,20289.4138827023
"707",53061052709,1837.01945080092
"708",53061052118,7510.62643445389
"709",53061041806,37662.0665876777
"710",53061041303,68430.3101997897
"711",53061041304,41777.3989200135
"712",53061050500,36656.7661393758
"713",53061050900,73466.7197395679
"714",53061041202,71916.4326497129
"715",53061041903,61206.5927534265
"716",53061041805,55438.3982812758
"717",53061041100,76069.2508375209
"718",53061053201,0
"719",53061053603,0
"720",53061051200,41876.0500330615
"721",53061052806,7540.54414414414
"722",53061052805,21539.5726359068
"723",53061052209,7533.70845070423
"724",53061052803,11886.6867311793
"725",53061052207,0
"726",53061040200,44069.8323680824
"727",53061052301,61.99352433281
"728",53061053400,0
"729",53061041701,35435.6171969046
"730",53061052005,14606.4194275802
"731",53061053602,0
"732",53061040300,40157.1970731707
"733",53061040400,44426.3294445853
"734",53061052112,0
"735",53061041605,4403.65045784654
"736",53061051918,22997.8760995695
"737",53061052606,0
"738",53061042001,10957.4292659212
"739",53061052903,31588.773622538
"740",53061052707,1257.39726962457
"741",53061052604,5045.29368182754
"742",53061052114,7361.22780893444
"743",53061052706,2285.7722940776
"744",53061052402,6607.39701930125
"745",53061041601,3942.86305323926
"746",53061052302,387.255267025968
"747",53061051924,22866.3295515937
"748",53061040900,39904.2864338482
"749",53061053509,11475.1809931938
"750",53061052007,13426.7099945385
"751",53061051926,5334.35733720298
"752",53061053301,1431.56276800237
"753",53061052104,191.435693450013
"754",53061041808,43153.2649920797
"755",53061040700,70745.5309333333
"756",53061040800,55793.5355972595
"757",53061042005,15837.1764599202
"758",53061042006,10012.5525123558
"759",53061041905,82237.7279913762
"760",53061052705,4708.20324427481
"761",53061053604,0
"762",53061052708,4789.61199779857
"763",53061041500,18287.2749307479
"764",53061041607,0
"765",53061052204,4906.79134632576
"766",53061052003,8311.71476052497
"767",53061052115,9211.48733997155
"768",53061052006,14719
"769",53061053507,564.75014470384
"770",53053072901,521
"771",53053072905,0
"772",53053072907,109.756517796418
